F2LR9ADWGRWQ,354992073525479,80:ed:2c:29:34:6f,80:ed:2c:29:34:6e,80:ed:2c:29:34:70,0x0002742E18C9EC,8d9080b7854ca472cf295ddce49f3923bca3adba,ML6E2,"iPhone8,2",CH/A,89860061184978412719
FCDRP30SGRX5,355755071981963,84:a1:34:11:27:cd,84:a1:34:11:27:cc,84:a1:34:11:27:ce,0x05593908878226,f57c5e6d6cef7b89dd7e8a756a0f0870290f8456,ML6J2,"iPhone8,2",CH/A,898600b6101550303857
C39RC36WGRWY,354991072829296,c0:cc:f8:d4:d3:f1,c0:cc:f8:d4:d3:f0,c0:cc:f8:d4:d3:f2,0x000736283046A8,b6facd53596feb4d71b8939ad48e444cd2c70eca,ML6G2,"iPhone8,2",CH/A,89860077301501187024
F2LQD6ZVGRWF,359294063252486,fc:fc:48:d7:29:81,fc:fc:48:d7:29:80,fc:fc:48:d7:29:82,0x1819D6100BCC26,d15b3000dcfb3c3253b8f8bae5a1873dd28a7366,ML6A2,"iPhone8,2",CH/A,89860070191509905374
C38QDTWNGRWM,353290071261895,70:48:0f:7f:dc:53,70:48:0f:7f:dc:52,68:db:ca:35:84:11,0x0379DC0078CC26,c188b364e53ee14226cc13c9bba35165fd7e0ec4,MKV62,"iPhone8,2",ZP/A,898600b6101650056798
C36R32MQGRX2,354989072361047,c0:cc:f8:89:c3:4f,c0:cc:f8:89:c3:4e,c0:cc:f8:89:c3:50,0x00070DC8525A28,7d86de302c7900d26040b1a82914a8212e444b33,ML6H2,"iPhone8,2",CH/A,89860115840114329438
C39R89G7GRWV,355755070410972,c0:cc:f8:c3:d6:95,c0:cc:f8:c3:d6:79,c0:cc:f8:c3:d6:7a,0x0D68D030A3A3BA,580ee9614ff57dd0ff41c66b980c9ddaf04f4806,ML6F2,"iPhone8,2",CH/A,89860113850002328642
C35QJ1UQGRX5,353290074830753,7c:01:91:db:61:2a,7c:01:91:db:61:29,7c:01:91:db:61:2b,0x00018F0FCA6F2C,4e2af489191cdc468a2b2b1e24a1ad527566a202,MKVE2,"iPhone8,2",LL/A,89860075045144902238
C38RR34BGRX5,355733073441955,84:a1:34:84:fd:d5,84:a1:34:84:fd:d4,84:a1:34:84:fd:d6,0x14041230078226,589c7df24f00dc78d37b3b66abab9d97add560bb,MKU92,"iPhone8,2",ZP/A,89860062191607123486
F2LQF1WKGRX5,359294062567033,fc:fc:48:d4:55:11,fc:fc:48:d4:55:10,fc:fc:48:d4:59:a4,0x09196110526C26,f83889b5ea956bdcd32a9ffdaafad85d568ce77c,ML6J2,"iPhone8,2",CH/A,89861114910100393687
FCDRX38DGRX5,355750072575880,84:a1:34:2e:51:b4,84:a1:34:2e:51:b3,84:a1:34:2e:54:06,0x0006378BA96568,88cd90365df4e11072ac29f0867c5720116c1fbe,ML6J2,"iPhone8,2",CH/A,89860083191485911800
C36QRE34GRX5,353328072702283,0c:d7:46:3f:5a:29,0c:d7:46:3f:5a:28,0c:d7:46:3f:5a:2a,0x00070D2B0ABB28,ade01332d12c26f1bfac365bf90b8c13c72c5739,MKU92,"iPhone8,2",ZP/A,898600d0246447616038
F2PQL3KKGRWQ,353282075854577,68:db:ca:48:fe:71,68:db:ca:48:fe:70,68:db:ca:48:fe:72,0x00070CCB124CC8,948f83bc78fb1326b2e6b99a4f9ac5fbd25dea24,ML6E2,"iPhone8,2",CH/A,89860099061555041498
C37QLDPSGRWY,353280075580242,68:db:ca:56:bc:0e,68:db:ca:56:bc:0d,68:db:ca:56:bc:0f,0x0668CE30526C26,3f2e732efc04ccf03f6541bd2adacb694e4d19c2,ML6G2,"iPhone8,2",CH/A,89860115881013469065
F2LQQ0UAGRWM,354983070731756,0c:d7:46:06:5b:77,0c:d7:46:06:5b:76,0c:d7:46:06:5b:78,0x00008C0E778EAC,a6ed012c7ca558a80e61187169ee3a02986f8f40,ML6D2,"iPhone8,2",CH/A,898600e9261496190381
FTHRT19ZGRWQ,353336075485392,c0:cc:f8:62:10:38,c0:cc:f8:62:10:62,c0:cc:f8:62:10:95,0x0C113E200263BA,9075f1a2213ac1f1bff09a4d0fd957eb9f72d115,NKU52,"iPhone8,2",KH/A,89860116890014198374
C38R3HBLGRX2,353280079972635,c0:cc:f8:7f:95:67,c0:cc:f8:7f:95:9a,c0:cc:f8:7f:95:68,0x0002F6F63320EC,d4cde5c01b6b4e837c88e279bf3d0c0b675cb37a,ML6H2,"iPhone8,2",CH/A,89860115881029400393
F2LQM5VEGRWY,353283071701101,7c:01:91:15:cf:38,7c:01:91:15:cf:37,7c:01:91:15:cf:39,0x00008F2F436AAC,64167d5c3f6358d414f5154d70c07e442e895739,MKUU2,"iPhone8,2",LL/A,89860077101451616165
C39R2LX4GRWQ,354988071710519,c0:cc:f8:3e:7d:a6,c0:cc:f8:3e:7d:a5,c0:cc:f8:3e:7d:a7,0x00048F4BB00728,5cff9f2c161e9bcadf10bf0543672de5acc03b16,ML6E2,"iPhone8,2",CH/A,89860037179591284629
F2MQTRM9GRX5,353333073228650,0c:d7:46:5e:0d:d3,0c:d7:46:5e:0d:d2,0c:d7:46:5e:0d:d4,0x19301638041C26,9add738053849092e859aa8035bf728a514d0947,MKU92,"iPhone8,2",ZD/A,89860094061355479410
C39RGL5AGRX5,355728071519786,80:ed:2c:ac:33:31,80:ed:2c:ac:33:30,80:ed:2c:ac:32:f7,0x1E689210FB0226,a0faee4bf54faaf06808c26b4a916ec1ea04ebff,MKU92,"iPhone8,2",ZP/A,89860080191475679994
C37QQU40GRX5,354986070028057,70:81:eb:08:94:e3,70:81:eb:08:94:e2,70:81:eb:08:94:e4,0x0007F74A2A43C8,09d2533c96fc4e4eb8c4708cf7470c60e1ff139e,ML6J2,"iPhone8,2",CH/A,898600420114f0039605
F2NQP8ABGRX5,353278078193559,70:81:eb:46:8f:69,70:81:eb:46:8f:68,70:81:eb:46:8f:6a,0x0003752F8963AC,b372d9f89c30e7d216034ac82014745709ef8078,ML6J2,"iPhone8,2",CH/A,898602d31614f0448218
F2PQLVKLGRWQ,353282074466670,68:db:ca:4d:9b:18,68:db:ca:4d:9b:17,68:db:ca:4d:9b:19,0x00020E8DBA48AC,b0ea0a866f4dca8e24ca8ee2ab332b410a48dd4a,ML6E2,"iPhone8,2",CH/A,898600f4081675593360
F2LQD24FGRXL,359294064130905,fc:fc:48:e0:3e:7c,fc:fc:48:e0:3e:7b,fc:fc:48:e0:3e:7d,0x0655E1288BCC26,1ba8677d3d1ddf6b3dc0bf3943a3a9cdacdca602,ML6N2,"iPhone8,2",CH/A,898600910114f0107093
C37QWD1PGRWQ,354989071493692,0c:d7:46:9b:59:83,0c:d7:46:9b:59:82,0c:d7:46:9b:59:84,0x14453630781C26,a1d271f347b44721bf6770d8a2d1360306fdc6e0,ML6E2,"iPhone8,2",CH/A,89860068245507175078
F2LQJUSLGRWY,353281073190109,7c:01:91:27:19:93,7c:01:91:27:19:92,7c:01:91:27:19:94,0x0003746CB0972C,a7f9ee6e77c04ac097493772b2ea3161d1645b9f,ML6G2,"iPhone8,2",CH/A,8986007915154b529101
C39QKR1VGRWY,353281071129455,70:48:0f:5d:86:ea,70:48:0f:5d:86:e9,70:48:0f:5d:86:eb,0x0007B54877A8C8,aa6506a5aea7affb86761ba10315dd58483de0c9,ML6G2,"iPhone8,2",CH/A,89860047031500179328
F2RQPT4UGRX5,354988070535867,70:81:eb:9b:ab:44,70:81:eb:9b:ab:43,70:81:eb:9b:ab:45,0x0504992843C3BA,36e68fd557eae151013e0675352d06d292cc7206,ML6J2,"iPhone8,2",CH/A,89861114017725725093
FCFRJ5UFGRX5,354987073439879,80:ed:2c:37:bf:08,80:ed:2c:37:bf:07,80:ed:2c:37:bf:09,0x000134CF815D1C,88b97198b327ba4465a964837b374fa91f8be3fe,ML6J2,"iPhone8,2",CH/A,898600f02314960d6038
F2LQD68AGRWY,359294063925164,fc:fc:48:db:70:ee,fc:fc:48:db:70:ed,fc:fc:48:db:70:ef,0x06641830062C26,b4a2c0f1a5b09e24658456a561d24371573dbc61,ML6G2,"iPhone8,2",CH/A,898600c9301680996500
F2LRDHS8GRX5,355756071249591,80:ed:2c:84:15:e3,80:ed:2c:84:1a:4f,80:ed:2c:84:15:e4,0x00057628577BA8,abaabf75bbd0e690144a4e9450cbac552977d235,ML6J2,"iPhone8,2",CH/A,898600f6111593002977
C37QV9E8GRX5,354987071420418,0c:d7:46:57:6a:4d,0c:d7:46:57:6a:4c,0c:d7:46:57:6a:4e,0x1E7151103B0226,89cb9fa6bdc1fd261d5ed7caa2e2b7226147ce00,ML6J2,"iPhone8,2",CH/A,89860060191607009461
C38R94SLGRWM,354988073500710,80:ed:2c:30:3a:65,80:ed:2c:30:3a:64,80:ed:2c:30:3a:66,0x0007F78B17B3A8,d4d7388f21b4c3820c1680045901bd2a829e53a9,ML6D2,"iPhone8,2",CH/A,89860089295475148673
C31QQ4E4GRX5,353292079659609,0c:d7:46:18:18:38,0c:d7:46:18:18:37,0c:d7:46:18:18:39,0x00030DCF0CBE6C,5caebfa567632511969f08659b74c3319b1d6095,MKU92,"iPhone8,2",ZP/A,89860090141437129113
C37QRECCGRX2,353333072688284,0c:d7:46:69:11:31,0c:d7:46:69:11:30,0c:d7:46:69:11:32,0x1D6822103B0226,be41e14e7be8d52e7c8509f83e7ca80b7065c3d5,MKVD2,"iPhone8,2",LL/A,89860316745360636880
C39S1JNGGRX5,354987073643843,80:ed:2c:cd:ce:ba,80:ed:2c:cd:ce:b9,80:ed:2c:cd:ce:bb,0x000635089ED268,0e727568cdddd815180b1e58616a04c8af24b2d5,ML6J2,"iPhone8,2",CH/A,89860033031500289126
F2LQW6QAGRWQ,354984071183039,0c:d7:46:50:eb:64,0c:d7:46:50:ea:af,0c:d7:46:50:eb:65,0x00067608642A28,d219ceca220df376ea45eb398e77a034ddebd48b,ML6E2,"iPhone8,2",CH/A,898600e9261498204926
FCDS485HGRX5,355755072420417,84:a1:34:b1:16:34,84:a1:34:b1:15:6d,84:a1:34:b1:15:6e,0x0001F70FABEB1C,d09e273cd432044210ccef3ab30075e712b63f1b,ML6J2,"iPhone8,2",CH/A,89860000111456006826
C33QPM0NGRX2,353290079162533,70:81:eb:f1:3c:a5,70:81:eb:f1:3c:a4,70:81:eb:f1:3c:a6,0x0D64622433EC26,a35392881f972b3af60bb524e9995c2db40bace1,MKU82,"iPhone8,2",ZP/A,89860116811007516661
C39QVKP1GRWQ,353332073219990,0c:d7:46:b6:b5:07,0c:d7:46:b6:b5:06,0c:d7:46:b6:b5:08,0x116CC93043C3BA,951ab6cfa5e921acf86aa2b780c3db8814ce095a,MKU52,"iPhone8,2",ZP/A,89860051191409851784
FCFRH4B2GRX2,359294062628223,fc:fc:48:d0:35:00,fc:fc:48:d0:34:ff,fc:fc:48:d0:35:01,0x000075CD80C2EC,65f25ae3106ac7bd5b0131429260a554c07def06,ML6H2,"iPhone8,2",CH/A,89860114836006310032
F2MR8SRAGRX5,355756070845159,80:ed:2c:08:ad:fc,80:ed:2c:08:ae:30,80:ed:2c:08:ad:c6,0x00060C283F74A8,fdaa0404201449bae4159601f337b24c132094f3,ML6J2,"iPhone8,2",CH/A,89860115871005274532
F2MQP4V3GRX5,353282077865498,70:81:eb:40:4e:b5,70:81:eb:40:4e:b4,70:81:eb:40:4e:b6,0x0003B7F7A20BAC,90b285803a9732a6e00c5353412d29358bc47f12,ML6J2,"iPhone8,2",CH/A,89860038231493355844
F2MR59F9GRX2,354987072730344,c0:cc:f8:d6:6a:e4,c0:cc:f8:d6:6a:fe,c0:cc:f8:d6:6a:ff,0x02106030EB0226,c99fee59454b1f7d44994f151dcab6a3b20b6e6a,ML6H2,"iPhone8,2",CH/A,89860315260290765685
C38QGVVZGRWM,353285071456305,7c:01:91:0f:97:3a,7c:01:91:0f:97:39,7c:01:91:0f:97:3b,0x0002362C297A2C,a47d0631fc75de14600200fb8558018c5c1be9f4,MKU32,"iPhone8,2",MY/A,89860078189407212385
FCFRH4FYGRX5,353279075880362,68:db:ca:29:fd:6a,68:db:ca:29:fc:b5,68:db:ca:29:fd:6b,0x0006F62BCA18A8,0f66d4d434a0707d009dc83e18f11968da0f66f7,ML6J2,"iPhone8,2",CH/A,89860116850000724393
C37QQW5RGRWQ,354984070837742,34:ab:37:f2:52:a8,34:ab:37:f2:52:a7,34:ab:37:f2:52:a9,0x00078D8ADD77C8,b5ac14eb661ecf20105d2fd604701324d3c7bf11,ML6E2,"iPhone8,2",CH/A,89860114811014450088
F2LRW048GRX2,355749072148995,84:a1:34:0e:89:15,84:a1:34:0e:89:2a,84:a1:34:0e:89:2b,0x1A2092049B8226,6efdc655ba102d2b3e3d30621e0d25c8cc325960,ML6H2,"iPhone8,2",CH/A,89860072191507588339
FTHS23W9GRX2,355757070022435,c0:cc:f8:c1:6c:f8,c0:cc:f8:c1:6c:f7,c0:cc:f8:c1:6c:f9,0x014C2C20062C26,4778625a05016b1616e1840797402f0a0895fe4e,NL6H2,"iPhone8,2",CH/A,89860084061345365005
F2LR4BCBGRX2,354983072256661,c0:cc:f8:8d:ae:0d,c0:cc:f8:8d:ae:0c,c0:cc:f8:8d:ae:0e,0x0A45C2383B0226,482804e6226de843098c33ff1e1d72ab7d9595f0,ML6H2,"iPhone8,2",CH/A,898600e0261496291668
FCDRWD01GRX2,354989074529278,84:a1:34:2b:be:da,84:a1:34:2b:be:d9,84:a1:34:2b:bb:2f,0x00070DCBA387A8,b7d4f4a78a49ad36a7d5ccebe8394fb31b3c5cf1,ML6H2,"iPhone8,2",CH/A,89860315049319462303
FCDRWCF9GRX2,354989074766318,84:a1:34:2b:45:9d,84:a1:34:2b:46:1b,84:a1:34:2b:45:a8,0x00053489A2DDA8,8d755b09e294c135efd39eec88548c14324f6237,ML6H2,"iPhone8,2",CH/A,898600c1151490249264
FCFRX3W2GRX5,355750072204382,84:a1:34:2e:da:e5,84:a1:34:2e:da:e4,84:a1:34:2e:da:e6,0x0005B58AD94BE8,aaf8f2c0cf8d24ce8e60021b18fc2d82d3f27eb5,ML6J2,"iPhone8,2",CH/A,898600e10915f7035742
C38QKQVKGRWM,353278071780816,70:48:0f:54:07:a6,70:48:0f:54:07:a5,70:48:0f:54:07:a7,0x0002B7F72480AC,cc43cf261e5234b72f9ca90663446a4333a9c8ce,ML6D2,"iPhone8,2",CH/A,898600e6231594471242
F2LQTBPVGRX5,353278078837627,0c:d7:46:02:ef:ca,0c:d7:46:02:ef:c9,0c:d7:46:02:ef:cb,0x11349908C143BA,186838fef0fcde7cbae201c2605af9de08ad3f6f,ML6J2,"iPhone8,2",CH/A,89860111890002422666
C36QN3Z3GRX2,353282074541514,68:db:ca:4d:4c:8f,68:db:ca:4d:4c:8e,68:db:ca:4d:4c:90,0x0945C9080BEC26,2148cca920fe00b167b7aad473224cdca189ed0d,ML6H2,"iPhone8,2",CH/A,89860316245990685530
C39QFK33GRXH,359294066340742,fc:fc:48:dd:8d:25,fc:fc:48:dd:8d:24,fc:fc:48:dd:91:04,0x08144128D22C26,5c9ae23b2ed7ad32c95c0f026f5ec275c565ef47,ML6M2,"iPhone8,2",CH/A,
C39S258WGRX5,353331078774256,84:a1:34:bf:f2:bf,84:a1:34:bf:f7:69,84:a1:34:bf:f7:6a,0x00068DC9012268,b1c0d677d4cb314db61f51d8074d100ccdf5537a,MKU92,"iPhone8,2",ZP/A,89860068191446022967
C38QQVWDGRWQ,354986070439692,70:81:eb:45:d9:31,70:81:eb:45:d9:30,70:81:eb:45:d9:32,0x00040E0A924328,aab93b7367fad5eeebbcab5ad29b05ae70088f65,ML6E2,"iPhone8,2",CH/A,89860316905380029694
F2NQT3JPGRX5,354986071090866,0c:d7:46:49:3f:47,0c:d7:46:49:3f:46,0c:d7:46:49:3f:48,0x0E79EA00781C26,01df31616f132638565ddaf1b7f0c27ee87dc9bd,ML6J2,"iPhone8,2",CH/A,89860054221303174280
C38QJUSZGRWQ,359294068805635,70:48:0f:4e:26:bf,70:48:0f:4e:26:be,70:48:0f:4e:26:c0,0x0001B44DA16B2C,a67cb3c14be22f9bc55e87e446e4d7737763c093,ML6E2,"iPhone8,2",CH/A,
C39QD5PCGRWQ,359294060517063,40:33:1a:c7:b3:b1,40:33:1a:c7:b3:b0,40:33:1a:c7:b3:b2,0x10643924322C26,af2d16aff65b9180e024afffe31b803fd1ac9750,ML6E2,"iPhone8,2",CH/A,89860315245511328157
FCCS506FGRXH,355752072504431,84:a1:34:b7:96:6f,84:a1:34:b7:96:77,84:a1:34:b7:96:78,0x00040E2B12AEE8,f4ec77f6e1608290cdb4ac5a01e548e657184936,ML6M2,"iPhone8,2",CH/A,89860073111504009644
FCCRJ034GRX2,353279075507031,68:db:ca:2c:13:d0,68:db:ca:2c:13:cf,68:db:ca:2c:13:d1,0x000536494618A8,8283c542d214980b0ea0c666c5ab4325065dfc48,ML6H2,"iPhone8,2",CH/A,89860113451610085318
C39QX7U8GRWF,353281079363502,0c:d7:46:c8:fc:12,0c:d7:46:c8:fc:11,0c:d7:46:c8:fc:13,0x1471C62043C3BA,4995ad45a35e8d3920910e20954d8aa61f6851b7,ML6A2,"iPhone8,2",CH/A,89860114417690112941
C39R4WDAGRX2,355756070188352,c0:cc:f8:bb:de:04,c0:cc:f8:bb:de:4e,c0:cc:f8:bb:de:20,0x0003F44ED9E01C,aa111b1472a04b674a1c53d4afb6ec74ef31da03,ML6H2,"iPhone8,2",CH/A,89860316740103349404
F2LS71R5GRX2,355757072921527,90:b0:ed:26:dc:a0,90:b0:ed:26:dc:9f,90:b0:ed:26:dc:a1,0x192CCE183B8226,6ac8d36d7c4564c921e4537b7e0d645e804b9635,ML6H2,"iPhone8,2",CH/A,89860093031512800319
C39QHLZ8GRX5,353282071207564,70:48:0f:4c:a9:90,70:48:0f:4c:a9:8f,70:48:0f:4c:a9:91,0x0005B508BE2748,f9862980ad305a36d1cf0ef05aa0e499d317b126,ML6J2,"iPhone8,2",CH/A,898600760915f5064760
C36QQPKTGRX5,353331072432349,0c:d7:46:26:28:1d,0c:d7:46:26:28:1c,0c:d7:46:26:28:1e,0x09502C0043C3BA,a958c3b1bab97c06d83f5e2879298a0169c50ecb,MKU92,"iPhone8,2",ZP/A,8986009831ac83944301
FCDS118WGRWY,355748072528909,84:a1:34:2f:f1:76,84:a1:34:2f:f1:75,84:a1:34:2f:fa:33,0x0001F7CFD6521C,7b79165779397124cc619091cc4717ecd72ce97a,ML6G2,"iPhone8,2",CH/A,898602c515155a177654
F2LRPJ9WGRX5,359293061917892,40:33:1a:d1:4e:b2,40:33:1a:d1:4e:b1,40:33:1a:d1:4e:b3,0x0A34E2087B8226,a8af4ce1d01959ab588fe8550f1d45ba80c7a75d,ML652,"iPhone8,2",CH/A,89860021191607258693
C39QV957GRX5,353329073924843,0c:d7:46:91:59:c1,0c:d7:46:91:59:c0,0c:d7:46:91:59:c2,0x00048DA86957C8,f925833cc783849475346d5dd122391c6ca18214,MKU92,"iPhone8,2",ZP/A,89860080191509991939
C39R2N9QGRX2,354991072173885,c0:cc:f8:34:a6:14,c0:cc:f8:34:a6:26,c0:cc:f8:34:a6:27,0x0004742A1677C8,ee0b3c4597aaafd42ee12c4cd3cd2d349c499e28,ML6H2,"iPhone8,2",CH/A,89860114851022747497
C37QJEM6GRWQ,359294068496799,70:48:0f:41:68:75,70:48:0f:41:68:74,70:48:0f:41:68:76,0x0000B78E3C032C,1d77156206bc02ebf2aad03308c386cc0513bb15,ML6E2,"iPhone8,2",CH/A,89860315045715702375
C38RCAX3GRX5,354987073163057,80:ed:2c:39:c3:2b,80:ed:2c:39:c3:2a,80:ed:2c:39:c3:2c,0x0006B46BDBF0A8,c3f8475966d7345bc877038996fb79b0e8f148bc,ML6J2,"iPhone8,2",CH/A,898600b7189473064410
C35QLFW5GRX2,359294066780434,70:48:0f:5a:73:1b,70:48:0f:5a:73:1a,70:48:0f:5a:73:1c,0x000576F27162C8,9544a221a81f1f21ebc76747c775836bb236530b,ML6H2,"iPhone8,2",CH/A,89860316244680227414
C36QG0B2GRX5,353290072053697,7c:01:91:5d:21:8b,7c:01:91:5d:21:8a,7c:01:91:5d:21:8c,0x00020EAD4A912C,3d7e092663cb48214abe27e86ac33e3b14c91278,MKU92,"iPhone8,2",ZP/A,898600810115f0535009
C39RD2BJGRX5,353331076754557,80:ed:2c:8e:1e:74,80:ed:2c:8e:22:6f,80:ed:2c:8e:22:70,0x00048E4BB17DA8,d8640e3099799a9e64d1758112940e77f5586bcf,MKU92,"iPhone8,2",KH/A,89860047141476085422
F2LQKLK2GRWF,353281075533603,68:db:ca:62:46:14,68:db:ca:62:46:13,68:db:ca:62:46:15,0x0002F6CF1222AC,059f9db8eb2995399fb9f5ad2a5256ec993180b3,ML6A2,"iPhone8,2",CH/A,89860114870000978072
FLQS98EPGRX2,355749072331609,84:a1:34:ac:aa:2d,84:a1:34:ac:aa:44,84:a1:34:ac:aa:2e,0x1429921022E3BA,d585d307d04f6ce246d56c3151522122d5bd2562,NL6H2,"iPhone8,2",CH/A,
F2LS30M1GRX8,354987074644832,84:a1:34:28:a8:48,84:a1:34:28:a8:47,84:a1:34:28:a8:49,0x0004F6485C5B68,0dacfafe4e5a614966a931ba2e918dabfaed286f,ML6K2,"iPhone8,2",CH/A,89860088177496043472
C38QJ0ZXGRWJ,353281071169097,70:48:0f:27:8f:22,70:48:0f:27:8f:21,70:48:0f:27:8f:23,0x00010F2DB6672C,f3eef8b12b837a18de0f0f451af0691ea35dc571,ML6C2,"iPhone8,2",CH/A,89860065101550035450
C39R5QL1GRX4,354952070412113,c0:cc:f8:28:eb:1e,c0:cc:f8:28:e5:ff,c0:cc:f8:28:eb:1f,0x0007744823A6A8,e122f98004a46f12be60debd11d52939ed982ef9,MKWE2,"iPhone8,2",LL/A,89860114885022135121
C39S60EQGRX2,358609070535956,90:b0:ed:15:df:eb,90:b0:ed:15:df:ea,90:b0:ed:15:df:ec,0x00000E2DC92E9C,5b05e76890bb1dcf2be7044a2884b47c7369f031,NKU82,"iPhone8,2",LL/A,89860116063800352825
F2LR96RDGRX2,354983073492554,80:ed:2c:0b:31:8a,80:ed:2c:0b:31:89,80:ed:2c:0b:31:8b,0x14651028A3A3BA,277d2abeafd43d3e761c551e65bf9f7e21901a2a,ML6H2,"iPhone8,2",CH/A,89860115885027817565
F2MR2P8UGRX5,353281079326608,0c:d7:46:c8:68:ba,0c:d7:46:c8:5c:4d,0c:d7:46:c8:68:bb,0x1239C124041C26,3fcb0ed83a5fe2f037f2dd33b8de2d7c4ec2e3a5,ML6J2,"iPhone8,2",CH/A,898600520114f0632328
FCCRNCFAGRX2,354987074255019,84:a1:34:09:7b:5a,84:a1:34:09:7b:59,84:a1:34:09:7b:5b,0x0A31041863A3BA,56f634170a1d92da7fe5fde1419efb6ea7f6dfa5,ML6H2,"iPhone8,2",CH/A,89860315144110074025
F2LRQ3X3GRX2,354984074217636,68:fb:7e:e7:a5:42,68:fb:7e:e7:a5:41,68:fb:7e:e7:a5:43,0x0115D424DB8226,637fa516ac63bd228bc8b14896dc714ed052b748,ML6H2,"iPhone8,2",CH/A,89860092101450216926
